Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Amount,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Add-on Total,Age Group,Total Purchase,Purchase Count,Total Orders,Month,Quarter,discounted_total_price,Day of Week
5443,29,Male,No,Smartphone,SKU1004,2,Cancelled,PayPal,2373.57,791.19,3,2024-08-19,Standard,"Extended Warranty,Accessory,Impulse Item",64.65,51+,2438.2200000000003,1,2438.2200000000003,8,2024Q3,2136.213,0
5444,59,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,2024-06-21,Express,Impulse Item,14.27,41-50,2387.84,1,2387.84,6,2024Q2,2136.213,4
5445,35,Female,No,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,2023-10-29,Express,"Accessory,Accessory",78.13,51+,3325.85,2,3325.85,10,2023Q4,2922.948,6
5445,35,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,124.5,20.75,6,2024-06-17,Overnight,Extended Warranty,26.13,51+,150.63,2,150.63,6,2024Q2,112.05,0
5446,63,Male,No,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,2024-01-11,Standard,"Extended Warranty,Accessory,Accessory",106.49,19-30,3818.1699999999996,1,3818.1699999999996,1,2024Q1,3340.5119999999997,3
5448,74,Male,No,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2024-03-03,Standard,Extended Warranty,8.52,51+,853.35,1,853.35,3,2024Q1,844.83,6
5450,46,Male,No,Laptop,SKU1005,3,Completed,Debit Card,2319.8,463.96,5,2024-05-19,Standard,Extended Warranty,35.76,51+,2355.5600000000004,1,2355.5600000000004,5,2024Q2,2087.82,6
5452,41,Male,No,Smartphone,SKU1001,5,Completed,PayPal,103.75,20.75,5,2024-04-14,Express,,0.0,51+,103.75,1,103.75,4,2024Q2,93.375,6
5453,78,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,8448.3,844.83,10,2023-12-19,Standard,"Accessory,Extended Warranty,Impulse Item",70.76,51+,8519.06,1,8519.06,12,2023Q4,7603.469999999999,1
5454,31,Male,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,2024-03-14,Overnight,Accessory,49.91,31-40,1038.03,2,1038.03,3,2024Q1,889.308,3
5454,31,Male,No,Laptop,SKU1005,3,Completed,PayPal,463.96,463.96,1,2024-04-23,Standard,"Impulse Item,Impulse Item",47.43,19-30,511.39,2,511.39,4,2024Q2,463.96,1
5457,20,Female,Yes,Smartwatch,SKU1003,3,Completed,PayPal,5068.98,844.83,6,2023-10-07,Overnight,"Accessory,Accessory,Extended Warranty",66.22,19-30,5135.2,2,5135.2,10,2023Q4,4562.081999999999,5
5457,20,Female,Yes,Smartphone,SKU1001,5,Completed,PayPal,20.75,20.75,1,2024-03-27,Standard,"Extended Warranty,Accessory",74.28,31-40,95.03,2,95.03,3,2024Q1,20.75,2
5458,63,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2024-09-02,Overnight,"Extended Warranty,Accessory",58.19,51+,5127.169999999999,1,5127.169999999999,9,2024Q3,4562.081999999999,0
5459,63,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,2534.49,844.83,3,2023-11-24,Express,"Impulse Item,Impulse Item,Extended Warranty",66.78,19-30,2601.27,2,2601.27,11,2023Q4,2281.0409999999997,4
5459,63,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,2024-04-16,Standard,Extended Warranty,43.89,51+,1733.5500000000002,2,1733.5500000000002,4,2024Q2,1689.66,1
5460,31,Female,Yes,Laptop,SKU1005,3,Completed,Cash,1855.84,463.96,4,2023-10-06,Express,Impulse Item,32.16,51+,1888.0,2,1888.0,10,2023Q4,1670.2559999999999,4
5460,31,Female,Yes,Smartphone,SKU1001,5,Cancelled,PayPal,83.0,20.75,4,2023-10-27,Overnight,"Impulse Item,Extended Warranty",57.59,51+,140.59,2,140.59,10,2023Q4,74.7,4
5461,43,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,2223.27,247.03,9,2024-09-08,Express,Accessory,22.08,19-30,2245.35,1,2245.35,9,2024Q3,2000.943,6
5462,78,Female,No,Smartphone,SKU1004,2,Cancelled,PayPal,6329.52,791.19,8,2024-06-27,Express,,0.0,51+,6329.52,1,6329.52,6,2024Q2,5696.568,3
5463,18,Male,No,Smartphone,SKU1004,2,Completed,Cash,7911.9,791.19,10,2024-06-04,Express,"Extended Warranty,Extended Warranty",72.4,19-30,7984.299999999999,1,7984.299999999999,6,2024Q2,7120.71,1
5464,18,Female,Yes,Smartphone,SKU1004,2,Cancelled,Cash,6329.52,791.19,8,2024-08-13,Express,,0.0,31-40,6329.52,1,6329.52,8,2024Q3,5696.568,1
5465,52,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,5913.81,844.83,7,2023-10-14,Express,"Accessory,Impulse Item,Extended Warranty",79.12,51+,5992.93,3,5992.93,10,2023Q4,5322.429,5
5465,52,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,2023-12-20,Overnight,"Extended Warranty,Impulse Item,Extended Warranty",55.42,51+,5969.2300000000005,3,5969.2300000000005,12,2023Q4,5322.429,2
5465,52,Female,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,124.5,20.75,6,2024-03-15,Express,,0.0,51+,124.5,3,124.5,3,2024Q1,112.05,4
5467,62,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,41.5,20.75,2,2024-04-21,Standard,"Impulse Item,Impulse Item",25.38,51+,66.88,1,66.88,4,2024Q2,41.5,6
5468,51,Male,No,Smartphone,SKU1001,5,Completed,PayPal,83.0,20.75,4,2024-05-02,Standard,,0.0,51+,83.0,1,83.0,5,2024Q2,74.7,3
5469,39,Female,No,Smartphone,SKU1001,5,Completed,PayPal,207.5,20.75,10,2024-06-14,Standard,,0.0,19-30,207.5,2,207.5,6,2024Q2,186.75,4
5469,39,Female,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,2024-07-28,Standard,"Impulse Item,Impulse Item",59.48,19-30,1451.3600000000001,2,1451.3600000000001,7,2024Q3,1252.6920000000002,6
5470,24,Male,No,Smartphone,SKU1004,2,Completed,PayPal,2373.57,791.19,3,2024-05-02,Standard,,0.0,51+,2373.57,1,2373.57,5,2024Q2,2136.213,3
5471,49,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,3379.32,844.83,4,2024-03-05,Overnight,,0.0,31-40,3379.32,1,3379.32,3,2024Q1,3041.3880000000004,1
5473,59,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,3164.76,791.19,4,2024-01-21,Express,Extended Warranty,24.43,19-30,3189.19,1,3189.19,1,2024Q1,2848.284,6
5474,37,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2223.27,247.03,9,2023-11-27,Standard,,0.0,51+,2223.27,1,2223.27,11,2023Q4,2000.943,0
5475,33,Female,Yes,Tablet,SKU1002,3,Cancelled,Debit Card,494.06,247.03,2,2023-11-26,Express,"Extended Warranty,Extended Warranty",37.7,41-50,531.76,2,531.76,11,2023Q4,494.06,6
5475,33,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,844.83,844.83,1,2023-12-13,Overnight,"Accessory,Impulse Item,Impulse Item",110.81,51+,955.6400000000001,2,955.6400000000001,12,2023Q4,844.83,2
5476,28,Male,No,Smartphone,SKU1004,2,Cancelled,PayPal,7120.71,791.19,9,2024-01-20,Overnight,,0.0,51+,7120.71,4,7120.71,1,2024Q1,6408.639,5
5476,28,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,103.75,20.75,5,2024-01-22,Express,Extended Warranty,38.32,51+,142.07,4,142.07,1,2024Q1,93.375,0
5476,28,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2024-01-26,Express,"Impulse Item,Accessory,Impulse Item",92.98,51+,4317.129999999999,4,4317.129999999999,1,2024Q1,3801.7349999999997,4
5476,28,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,2024-07-27,Standard,Accessory,32.91,31-40,1515.0900000000001,4,1515.0900000000001,7,2024Q3,1333.962,5
5477,69,Male,No,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,2024-01-18,Overnight,"Extended Warranty,Extended Warranty",48.14,51+,4272.29,2,4272.29,1,2024Q1,3801.7349999999997,3
5477,69,Male,Yes,Smartwatch,SKU1003,3,Completed,PayPal,4224.15,844.83,5,2024-06-22,Express,"Extended Warranty,Accessory",59.73,41-50,4283.879999999999,2,4283.879999999999,6,2024Q2,3801.7349999999997,5
5478,22,Female,Yes,Tablet,SKU1002,3,Cancelled,Credit Card,741.09,247.03,3,2024-02-14,Standard,Impulse Item,40.43,51+,781.52,3,781.52,2,2024Q1,666.981,2
5478,22,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,2024-03-04,Overnight,Extended Warranty,19.71,51+,2393.28,3,2393.28,3,2024Q1,2136.213,0
5478,22,Female,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2024-09-03,Standard,"Extended Warranty,Accessory",18.8,51+,2489.1000000000004,3,2489.1000000000004,9,2024Q3,2223.2700000000004,1
5479,40,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,2470.3,247.03,10,2023-11-10,Express,,0.0,51+,2470.3,4,2470.3,11,2023Q4,2223.2700000000004,4
5479,40,Female,No,Smartphone,SKU1004,2,Completed,PayPal,3955.95,791.19,5,2024-05-11,Express,Impulse Item,6.58,51+,3962.5299999999997,4,3962.5299999999997,5,2024Q2,3560.355,5
5479,40,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,124.5,20.75,6,2024-08-18,Overnight,,0.0,31-40,124.5,4,124.5,8,2024Q3,112.05,6
5479,40,Female,No,Smartphone,SKU1004,2,Completed,Cash,6329.52,791.19,8,2024-09-19,Overnight,Extended Warranty,49.3,19-30,6378.820000000001,4,6378.820000000001,9,2024Q3,5696.568,3
5480,53,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,103.75,20.75,5,2024-02-29,Express,"Extended Warranty,Extended Warranty",51.59,19-30,155.34,1,155.34,2,2024Q1,93.375,3
5482,31,Female,No,Smartphone,SKU1001,5,Completed,PayPal,145.25,20.75,7,2024-07-15,Overnight,"Impulse Item,Impulse Item",72.72,51+,217.97,1,217.97,7,2024Q3,130.725,0
5485,19,Male,No,Laptop,SKU1005,3,Completed,Cash,4639.6,463.96,10,2024-05-08,Standard,,0.0,19-30,4639.6,1,4639.6,5,2024Q2,4175.64,2
5488,35,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,791.19,791.19,1,2024-06-06,Overnight,,0.0,51+,791.19,1,791.19,6,2024Q2,791.19,3
5489,38,Male,Yes,Laptop,SKU1005,3,Cancelled,Cash,3247.72,463.96,7,2024-04-03,Express,Extended Warranty,21.28,41-50,3269.0,1,3269.0,4,2024Q2,2922.948,2
5490,30,Male,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2023-10-09,Overnight,,0.0,41-50,8448.3,2,8448.3,10,2023Q4,7603.469999999999,0
5490,30,Male,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,2024-03-24,Overnight,"Impulse Item,Impulse Item",50.18,51+,1038.3,2,1038.3,3,2024Q1,889.308,6
5492,78,Female,No,Tablet,SKU1002,3,Cancelled,PayPal,988.12,247.03,4,2024-03-14,Standard,"Extended Warranty,Accessory,Extended Warranty",114.11,51+,1102.23,1,1102.23,3,2024Q1,889.308,3
5493,42,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,5913.81,844.83,7,2023-11-30,Express,,0.0,51+,5913.81,2,5913.81,11,2023Q4,5322.429,3
5493,42,Female,Yes,Smartphone,SKU1004,2,Completed,PayPal,4747.14,791.19,6,2024-02-10,Express,"Impulse Item,Impulse Item,Impulse Item",46.23,31-40,4793.37,2,4793.37,2,2024Q1,4272.426,5
5494,72,Female,No,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,2023-12-18,Express,"Extended Warranty,Extended Warranty,Accessory",69.12,41-50,997.04,2,997.04,12,2023Q4,927.92,0
5494,72,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,5913.81,844.83,7,2024-02-26,Overnight,Extended Warranty,14.0,51+,5927.81,2,5927.81,2,2024Q1,5322.429,0
5495,30,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2023-10-25,Standard,"Accessory,Impulse Item",90.1,19-30,8538.4,3,8538.4,10,2023Q4,7603.469999999999,2
5495,30,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,83.0,20.75,4,2024-07-13,Overnight,"Impulse Item,Accessory",56.3,51+,139.3,3,139.3,7,2024Q3,74.7,5
5495,30,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,8448.3,844.83,10,2024-08-22,Overnight,"Accessory,Accessory",61.82,51+,8510.119999999999,3,8510.119999999999,8,2024Q3,7603.469999999999,3
5496,75,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,7120.71,791.19,9,2024-09-01,Overnight,"Accessory,Extended Warranty,Impulse Item",134.22,19-30,7254.93,1,7254.93,9,2024Q3,6408.639,6
5498,48,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,145.25,20.75,7,2024-01-19,Standard,"Extended Warranty,Impulse Item,Extended Warranty",91.72,51+,236.97,1,236.97,1,2024Q1,130.725,4
5500,79,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,2024-05-29,Standard,,0.0,51+,6329.52,1,6329.52,5,2024Q2,5696.568,2
5501,74,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,1689.66,844.83,2,2023-12-24,Standard,"Impulse Item,Impulse Item,Impulse Item",66.03,51+,1755.69,1,1755.69,12,2023Q4,1689.66,6
5502,33,Male,No,Laptop,SKU1005,3,Completed,PayPal,1855.84,463.96,4,2024-04-28,Express,"Accessory,Accessory",33.15,31-40,1888.99,2,1888.99,4,2024Q2,1670.2559999999999,6
5502,33,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,4747.14,791.19,6,2024-09-09,Express,,0.0,31-40,4747.14,2,4747.14,9,2024Q3,4272.426,0
5503,35,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,2024-07-03,Overnight,Accessory,29.67,41-50,1758.88,2,1758.88,7,2024Q3,1556.289,2
5503,35,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,20.75,20.75,1,2024-07-13,Overnight,"Accessory,Extended Warranty",32.07,31-40,52.82,2,52.82,7,2024Q3,20.75,5
5504,26,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,1235.15,247.03,5,2024-08-26,Express,"Impulse Item,Impulse Item,Impulse Item",103.49,31-40,1338.64,1,1338.64,8,2024Q3,1111.6350000000002,0
5505,29,Female,No,Smartphone,SKU1001,5,Completed,PayPal,166.0,20.75,8,2024-03-29,Overnight,"Accessory,Extended Warranty",19.64,19-30,185.64,1,185.64,3,2024Q1,149.4,4
5507,40,Male,Yes,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2024-03-18,Overnight,"Impulse Item,Impulse Item,Impulse Item",142.76,41-50,163.51,1,163.51,3,2024Q1,20.75,0
5508,62,Female,No,Laptop,SKU1005,3,Completed,Credit Card,4175.64,463.96,9,2024-01-13,Overnight,,0.0,51+,4175.64,1,4175.64,1,2024Q1,3758.0760000000005,5
5510,56,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,5068.98,844.83,6,2024-02-15,Standard,Accessory,36.4,41-50,5105.379999999999,2,5105.379999999999,2,2024Q1,4562.081999999999,3
5510,56,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2024-06-15,Express,,0.0,51+,463.96,2,463.96,6,2024Q2,463.96,5
5512,55,Female,No,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,2024-01-11,Express,"Impulse Item,Impulse Item,Extended Warranty",56.57,51+,1746.23,2,1746.23,1,2024Q1,1689.66,3
5512,55,Female,No,Smartwatch,SKU1003,3,Completed,PayPal,844.83,844.83,1,2024-08-20,Standard,,0.0,51+,844.83,2,844.83,8,2024Q3,844.83,1
5513,44,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,2024-08-05,Standard,"Accessory,Impulse Item,Accessory",60.84,19-30,6390.360000000001,1,6390.360000000001,8,2024Q3,5696.568,0
5515,68,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,124.5,20.75,6,2024-03-19,Express,"Accessory,Impulse Item",64.54,51+,189.04000000000002,1,189.04000000000002,3,2024Q1,112.05,1
5516,53,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,7603.47,844.83,9,2023-09-27,Express,Impulse Item,34.1,31-40,7637.570000000001,4,7637.570000000001,9,2023Q3,6843.1230000000005,2
5516,53,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,2534.49,844.83,3,2024-04-06,Express,"Accessory,Extended Warranty,Accessory",91.32,41-50,2625.81,4,2625.81,4,2024Q2,2281.0409999999997,5
5516,53,Female,No,Laptop,SKU1005,3,Completed,Cash,2783.76,463.96,6,2024-05-02,Standard,"Extended Warranty,Accessory",38.25,31-40,2822.01,4,2822.01,5,2024Q2,2505.3840000000005,3
5516,53,Female,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2024-09-06,Standard,"Extended Warranty,Extended Warranty",48.0,51+,511.96,4,511.96,9,2024Q3,463.96,4
5517,33,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,7911.9,791.19,10,2024-05-08,Overnight,,0.0,51+,7911.9,1,7911.9,5,2024Q2,7120.71,2
5520,29,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2023-10-27,Standard,,0.0,41-50,1689.66,3,1689.66,10,2023Q4,1689.66,4
5520,29,Female,No,Smartphone,SKU1004,2,Cancelled,PayPal,5538.33,791.19,7,2024-01-31,Express,"Extended Warranty,Impulse Item,Accessory",73.0,19-30,5611.33,3,5611.33,1,2024Q1,4984.497,2
5520,29,Female,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,5913.81,844.83,7,2024-02-12,Express,,0.0,41-50,5913.81,3,5913.81,2,2024Q1,5322.429,0
5521,38,Female,No,Tablet,SKU1002,3,Completed,Cash,988.12,247.03,4,2024-01-21,Standard,Impulse Item,11.75,51+,999.87,1,999.87,1,2024Q1,889.308,6
5525,63,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,494.06,247.03,2,2023-10-16,Express,,0.0,51+,494.06,2,494.06,10,2023Q4,494.06,0
5525,63,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,6329.52,791.19,8,2024-05-19,Express,"Impulse Item,Accessory,Impulse Item",41.97,51+,6371.490000000001,2,6371.490000000001,5,2024Q2,5696.568,6
5526,68,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,6758.64,844.83,8,2024-05-13,Overnight,,0.0,51+,6758.64,1,6758.64,5,2024Q2,6082.776000000001,0
5527,28,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2024-07-25,Express,"Accessory,Accessory",65.75,51+,1755.41,3,1755.41,7,2024Q3,1689.66,3
5527,28,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,2024-08-15,Standard,"Impulse Item,Accessory",38.84,51+,6797.4800000000005,3,6797.4800000000005,8,2024Q3,6082.776000000001,3
5527,28,Female,Yes,Smartphone,SKU1004,2,Completed,PayPal,791.19,791.19,1,2024-09-04,Express,"Impulse Item,Extended Warranty,Impulse Item",86.01,31-40,877.2,3,877.2,9,2024Q3,791.19,2
5529,78,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,2373.57,791.19,3,2024-06-06,Express,"Impulse Item,Extended Warranty",87.4,51+,2460.9700000000003,2,2460.9700000000003,6,2024Q2,2136.213,3
5529,78,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,103.75,20.75,5,2024-06-15,Express,Extended Warranty,29.56,31-40,133.31,2,133.31,6,2024Q2,93.375,5
5531,78,Female,Yes,Smartphone,SKU1001,5,Completed,Credit Card,83.0,20.75,4,2024-01-11,Express,"Impulse Item,Accessory",80.3,41-50,163.3,2,163.3,1,2024Q1,74.7,3
5531,78,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,5538.33,791.19,7,2024-03-18,Express,"Accessory,Extended Warranty",24.71,31-40,5563.04,2,5563.04,3,2024Q1,4984.497,0
5532,45,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3955.95,791.19,5,2024-05-18,Overnight,,0.0,31-40,3955.95,2,3955.95,5,2024Q2,3560.355,5
5532,45,Female,Yes,Smartwatch,SKU1003,3,Cancelled,PayPal,844.83,844.83,1,2024-08-28,Standard,Extended Warranty,10.2,51+,855.0300000000001,2,855.0300000000001,8,2024Q3,844.83,2
5533,53,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,3711.68,463.96,8,2024-04-27,Overnight,Impulse Item,29.7,19-30,3741.3799999999997,1,3741.3799999999997,4,2024Q2,3340.5119999999997,5
5535,49,Male,Yes,Smartphone,SKU1004,2,Cancelled,Cash,1582.38,791.19,2,2024-05-04,Overnight,"Extended Warranty,Extended Warranty",83.21,19-30,1665.5900000000001,1,1665.5900000000001,5,2024Q2,1582.38,5
5536,59,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,2023-10-18,Standard,"Extended Warranty,Accessory,Impulse Item",73.33,19-30,5611.66,1,5611.66,10,2023Q4,4984.497,2
5537,46,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,41.5,20.75,2,2024-03-21,Standard,"Impulse Item,Extended Warranty,Impulse Item",87.38,51+,128.88,2,128.88,3,2024Q1,41.5,3
5537,46,Male,No,Laptop,SKU1005,3,Cancelled,Cash,927.92,463.96,2,2024-06-07,Express,Impulse Item,6.2,51+,934.12,2,934.12,6,2024Q2,927.92,4
5538,50,Male,No,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,2023-11-27,Standard,"Accessory,Impulse Item,Extended Warranty",55.14,51+,7175.85,1,7175.85,11,2023Q4,6408.639,0
5539,42,Female,Yes,Smartphone,SKU1004,2,Completed,Credit Card,791.19,791.19,1,2023-12-09,Standard,Impulse Item,13.49,41-50,804.6800000000001,2,804.6800000000001,12,2023Q4,791.19,5
5539,42,Female,Yes,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,2024-09-02,Express,"Accessory,Extended Warranty,Extended Warranty",81.06,51+,2057.3,2,2057.3,9,2024Q3,1778.616,0
5540,58,Female,No,Smartphone,SKU1001,5,Completed,PayPal,207.5,20.75,10,2023-12-25,Overnight,"Extended Warranty,Accessory",60.96,31-40,268.46,2,268.46,12,2023Q4,186.75,0
5540,58,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,2024-09-03,Standard,"Accessory,Impulse Item,Extended Warranty",42.07,51+,2415.6400000000003,2,2415.6400000000003,9,2024Q3,2136.213,1
5541,65,Female,No,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,2024-06-28,Overnight,"Extended Warranty,Extended Warranty,Impulse Item",110.29,41-50,851.38,1,851.38,6,2024Q2,666.981,4
5542,18,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,4639.6,463.96,10,2023-10-07,Overnight,,0.0,19-30,4639.6,3,4639.6,10,2023Q4,4175.64,5
5542,18,Female,Yes,Smartphone,SKU1001,5,Cancelled,PayPal,20.75,20.75,1,2024-03-05,Express,Accessory,26.71,51+,47.46,3,47.46,3,2024Q1,20.75,1
5542,18,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,62.25,20.75,3,2024-03-09,Overnight,Extended Warranty,46.46,51+,108.71000000000001,3,108.71000000000001,3,2024Q1,56.025,5
5543,47,Female,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,2024-01-27,Express,,0.0,51+,4175.64,4,4175.64,1,2024Q1,3758.0760000000005,5
5543,47,Female,Yes,Tablet,SKU1002,3,Completed,PayPal,2470.3,247.03,10,2024-01-28,Standard,"Impulse Item,Impulse Item",23.19,51+,2493.4900000000002,4,2493.4900000000002,1,2024Q1,2223.2700000000004,6
5543,47,Female,No,Smartwatch,SKU1003,3,Completed,PayPal,844.83,844.83,1,2024-06-09,Standard,,0.0,41-50,844.83,4,844.83,6,2024Q2,844.83,6
5543,47,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,2024-08-27,Overnight,"Accessory,Accessory",23.32,41-50,1415.2,4,1415.2,8,2024Q3,1252.6920000000002,1
5544,55,Female,Yes,Smartwatch,SKU1003,3,Completed,PayPal,2534.49,844.83,3,2024-02-17,Standard,,0.0,51+,2534.49,1,2534.49,2,2024Q1,2281.0409999999997,5
5545,37,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,844.83,844.83,1,2023-10-20,Standard,,0.0,19-30,844.83,2,844.83,10,2023Q4,844.83,4
5545,37,Male,No,Laptop,SKU1005,3,Completed,PayPal,4175.64,463.96,9,2024-08-07,Standard,Extended Warranty,6.2,31-40,4181.84,2,4181.84,8,2024Q3,3758.0760000000005,2
5546,64,Female,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,2024-05-22,Standard,"Impulse Item,Accessory,Extended Warranty",111.38,51+,3823.06,1,3823.06,5,2024Q2,3340.5119999999997,2
5547,61,Female,No,Smartphone,SKU1001,5,Completed,PayPal,145.25,20.75,7,2024-01-12,Standard,,0.0,41-50,145.25,1,145.25,1,2024Q1,130.725,4
5548,47,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,41.5,20.75,2,2023-12-11,Overnight,Impulse Item,32.32,51+,73.82,2,73.82,12,2023Q4,41.5,0
5548,47,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,5068.98,844.83,6,2023-12-15,Express,Impulse Item,33.95,51+,5102.929999999999,2,5102.929999999999,12,2023Q4,4562.081999999999,4
5551,54,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2024-01-06,Standard,Accessory,35.88,51+,499.84,1,499.84,1,2024Q1,463.96,5
5553,54,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2023-12-14,Express,Accessory,18.41,41-50,4242.5599999999995,1,4242.5599999999995,12,2023Q4,3801.7349999999997,3
5554,76,Female,No,Smartwatch,SKU1003,3,Cancelled,PayPal,5068.98,844.83,6,2023-12-05,Standard,,0.0,51+,5068.98,2,5068.98,12,2023Q4,4562.081999999999,1
5554,76,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,145.25,20.75,7,2024-06-14,Overnight,,0.0,51+,145.25,2,145.25,6,2024Q2,130.725,4
5555,56,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2024-09-19,Standard,,0.0,41-50,124.5,1,124.5,9,2024Q3,112.05,3
5556,73,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2024-02-11,Express,"Extended Warranty,Accessory",45.71,19-30,6804.35,1,6804.35,2,2024Q1,6082.776000000001,6
5557,37,Male,Yes,Smartphone,SKU1001,5,Completed,Credit Card,41.5,20.75,2,2023-11-28,Express,"Extended Warranty,Extended Warranty",33.98,51+,75.47999999999999,1,75.47999999999999,11,2023Q4,41.5,1
5558,72,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,7120.71,791.19,9,2024-01-25,Express,,0.0,19-30,7120.71,2,7120.71,1,2024Q1,6408.639,3
